Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,42.79999923706055,45.560001373291016,42.779998779296875,45.25,33.941104888916016,7010200
2009-01-05,45.5,46.810001373291016,44.79999923706055,46.16999816894531,34.631168365478516,6917400
2009-01-06,46.849998474121094,47.0,45.5,46.310001373291016,34.736183166503906,7180300
2009-01-07,45.099998474121094,45.61000061035156,44.16999816894531,44.7599983215332,33.57355880737305,6586200
2009-01-08,44.5,44.900001525878906,43.880001068115234,44.790000915527344,33.59606170654297,5477000
2009-01-09,44.79999923706055,45.150001525878906,43.93000030517578,44.45000076293945,33.34102249145508,5645100
2009-01-12,44.279998779296875,44.45000076293945,43.189998626708984,43.7400016784668,32.808467864990234,4989200
2009-01-13,43.380001068115234,43.619998931884766,41.79999923706055,42.459999084472656,31.848373413085938,6359400
2009-01-14,41.880001068115234,41.97999954223633,40.869998931884766,41.20000076293945,30.903276443481445,7354900
2009-01-15,41.06999969482422,41.599998474121094,39.5099983215332,40.959999084472656,30.723251342773438,8464900
2009-01-16,41.45000076293945,43.04999923706055,41.040000915527344,42.459999084472656,31.848373413085938,9310800
2009-01-20,42.08000183105469,42.7400016784668,40.20000076293945,40.36000061035156,30.2731990814209,9636800
2009-01-21,40.75,42.400001525878906,40.0,42.27000045776367,31.705860137939453,6933100
2009-01-22,41.72999954223633,42.75,41.16999816894531,42.2599983215332,31.69835662841797,6590800
2009-01-23,40.90999984741211,42.84000015258789,40.90999984741211,41.97999954223633,31.488338470458984,5755600
2009-01-26,42.459999084472656,43.77000045776367,42.060001373291016,43.0099983215332,32.260929107666016,4659200
2009-01-27,43.290000915527344,43.959999084472656,42.880001068115234,43.220001220703125,32.41843032836914,5218900
2009-01-28,43.470001220703125,44.400001525878906,42.7599983215332,43.2400016784668,32.433433532714844,8071100
2009-01-29,42.7599983215332,42.7599983215332,40.369998931884766,40.709999084472656,30.535734176635742,8446500
2009-01-30,40.7599983215332,42.4900016784668,40.630001068115234,42.310001373291016,31.735858917236328,9098000
2009-02-02,41.72999954223633,41.72999954223633,40.11000061035156,40.79999923706055,30.603235244750977,8107400
2009-02-03,41.45000076293945,42.43000030517578,40.7599983215332,42.09000015258789,31.570852279663086,7220800
2009-02-04,42.119998931884766,42.970001220703125,41.689998626708984,41.970001220703125,31.79814338684082,6729000
2009-02-05,41.75,43.11000061035156,40.619998931884766,42.720001220703125,32.36635971069336,9021100
2009-02-06,42.52000045776367,43.66999816894531,42.25,42.91999816894531,32.517887115478516,6334200
