Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,16.963947296142578,17.362428665161133,16.793169021606445,17.333965301513672,9.608060836791992,30274042
2009-01-05,17.457305908203125,17.533206939697266,16.963947296142578,17.229602813720703,9.550213813781738,44439170
2009-01-06,17.381404876708984,17.495256423950195,16.802656173706055,16.888046264648438,9.360895156860352,53984404
2009-01-07,16.774194717407227,16.907020568847656,16.5085391998291,16.59392738342285,9.197863578796387,41386786
2009-01-08,16.5085391998291,16.783681869506836,16.44212532043457,16.745731353759766,9.28200626373291,35061626
2009-01-09,16.812143325805664,16.907020568847656,16.461101531982422,16.546489715576172,9.1715669631958,38032325
2009-01-12,16.764705657958984,16.783681869506836,16.33776092529297,16.47058868408203,9.129498481750488,35689072
2009-01-13,16.5085391998291,16.707780838012695,16.39468765258789,16.688804626464844,9.250452995300293,45702705
2009-01-14,16.4041748046875,16.546489715576172,16.129032135009766,16.356735229492188,9.066388130187988,48032466
2009-01-15,16.33776092529297,16.49905014038086,15.673624038696289,16.49905014038086,9.145273208618164,85104598
2009-01-16,16.859582901000977,16.859582901000977,16.29032325744629,16.603416442871094,9.203123092651367,61930300
2009-01-20,16.356735229492188,16.9165096282959,16.242883682250977,16.31878662109375,9.045354843139648,55635179
2009-01-21,16.42314910888672,16.622390747070312,16.034156799316406,16.584440231323242,9.192604064941406,46144647
2009-01-22,16.38519859313965,16.45161247253418,16.148008346557617,16.32827377319336,9.050613403320312,49245410
2009-01-23,15.901328086853027,16.622390747070312,15.70208740234375,16.55597686767578,9.176825523376465,114382188
2009-01-26,15.62618637084961,15.683112144470215,14.506641387939453,14.848196983337402,8.23022174835205,221773299
2009-01-27,14.810247421264648,15.199240684509277,14.753320693969727,15.009488105773926,8.319622039794922,117648956
2009-01-28,15.132826805114746,15.180266380310059,14.240986824035645,14.648956298828125,8.119784355163574,114698915
2009-01-29,14.506641387939453,14.686906814575195,14.250473976135254,14.345351219177246,7.951496124267578,71315537
2009-01-30,14.316887855529785,14.345351219177246,13.757116317749023,13.833017349243164,7.667517185211182,72435307
2009-02-02,13.880455017089844,14.383301734924316,13.776090621948242,14.127135276794434,7.8305439949035645,72927314
2009-02-03,13.662239074707031,14.592029571533203,13.662239074707031,14.421252250671387,7.993565559387207,66814746
2009-02-04,14.269450187683105,14.392788887023926,13.785578727722168,13.823529243469238,7.827034950256348,69193308
2009-02-05,13.795065879821777,14.00379467010498,13.5958251953125,13.757116317749023,7.789432525634766,81293544
2009-02-06,13.795065879821777,14.250473976135254,13.709676742553711,14.079695701599121,7.972079277038574,67264910
2009-02-09,14.345351219177246,14.345351219177246,13.861479759216309,13.9563570022583,7.902246475219727,50392478
2009-02-10,13.036052703857422,13.9563570022583,13.036052703857422,13.349145889282227,7.558434963226318,80091352
2009-02-11,13.453510284423828,13.662239074707031,13.396583557128906,13.643263816833496,7.724967002868652,53155539
2009-02-12,13.567361831665039,13.92789363861084,13.377609252929688,13.899431228637695,7.87001371383667,68720484
2009-02-13,13.776090621948242,14.174572944641113,13.757116317749023,13.833017349243164,7.832408905029297,61196821
2009-02-17,13.548386573791504,13.681214332580566,13.330170631408691,13.51992416381836,7.655130386352539,66818435
2009-02-18,13.387097358703613,13.662239074707031,13.3396577835083,13.434535026550293,7.606785297393799,51011597
2009-02-19,13.567361831665039,13.690702438354492,13.26375675201416,13.311195373535156,7.536947727203369,43578052
2009-02-20,13.121441841125488,13.311195373535156,12.903225898742676,13.007590293884277,7.3650407791137695,66027198
2009-02-23,12.998102188110352,13.045540809631348,12.571157455444336,12.590132713317871,7.128675937652588,71992416
2009-02-24,12.685009002685547,12.960151672363281,12.457305908203125,12.89373779296875,7.300577640533447,69105615
2009-02-25,12.741934776306152,12.741934776306152,12.239089012145996,12.409867286682129,7.026605606079102,78750348
2009-02-26,12.533206939697266,12.685009002685547,12.03036117553711,12.049336433410645,6.822469234466553,78125326
2009-02-27,11.831119537353516,11.935483932495117,11.650854110717773,11.679317474365234,6.6129584312438965,105667505
2009-03-02,11.461100578308105,11.546489715576172,11.024667739868164,11.06261920928955,6.263778209686279,111705239
2009-03-03,11.233396530151367,11.593928337097168,11.081594467163086,11.261859893798828,6.376590728759766,88289364
2009-03-04,11.489563941955566,12.049336433410645,11.318785667419434,11.859582901000977,6.715026378631592,95399016
2009-03-05,11.73624324798584,12.096774101257324,11.622390747070312,12.020873069763184,6.806352615356445,107247662
2009-03-06,12.011384963989258,12.096774101257324,11.726755142211914,12.077798843383789,6.838583469390869,88505012
2009-03-09,11.745731353759766,12.258065223693848,11.745731353759766,11.982921600341797,6.7848615646362305,74272745
2009-03-10,12.049336433410645,12.457305908203125,11.944972038269043,12.419355392456055,7.031973361968994,101103896
2009-03-11,12.428842544555664,12.514230728149414,12.077798843383789,12.134724617004395,6.870817184448242,84053549
2009-03-12,12.571157455444336,13.415559768676758,12.277039527893066,13.301708221435547,7.5315752029418945,118365254
2009-03-13,13.244782447814941,13.96584415435791,13.130929946899414,13.795065879821777,7.810920715332031,87641997
2009-03-16,13.880455017089844,14.222010612487793,13.406071662902832,13.425046920776367,7.601409912109375,89566707
2009-03-17,13.387097358703613,13.55787467956543,13.168880462646484,13.529412269592285,7.660507678985596,56915473
2009-03-18,13.481972694396973,13.833017349243164,13.017078399658203,13.51992416381836,7.655130386352539,58578896
2009-03-19,13.529412269592285,13.529412269592285,12.722960472106934,12.998102188110352,7.359669208526611,71277909
2009-03-20,12.998102188110352,13.235294342041016,12.808348655700684,12.931689262390137,7.322065353393555,75425083
2009-03-23,13.235294342041016,13.358633995056152,12.96963882446289,13.301708221435547,7.5315752029418945,69563262
2009-03-24,13.197342872619629,13.434535026550293,13.130929946899414,13.206830978393555,7.477854251861572,45003692
2009-03-25,13.26375675201416,13.851991653442383,13.178367614746094,13.529412269592285,7.660507678985596,72677727
2009-03-26,13.548386573791504,13.870967864990234,13.472485542297363,13.643263816833496,7.724967002868652,58361139
2009-03-27,13.491460800170898,13.624287605285645,13.235294342041016,13.320682525634766,7.542318344116211,48985704
2009-03-30,13.168880462646484,13.320682525634766,12.85578727722168,12.998102188110352,7.359669208526611,62999793
2009-03-31,13.092979431152344,13.159393310546875,12.865275382995605,12.922201156616211,7.316694259643555,60384398
2009-04-01,12.89373779296875,13.320682525634766,12.741934776306152,13.273244857788086,7.5154595375061035,67774519
